datetime,symb,company,finviz_date,sector,industry,market_cap,income,insider_own,shs_outstanding,shs_float,short_float,short_ratio,last,volume,change_pct
2018-12-06,AVA,Avista Corporation ,2018-12-05,Utilities,Diversified Utilities,2.79B,128.30M,0.10%,66.70M,65.02M,3.54%,2.66,44.15,2560000,14.09
2018-11-29,I,Intelsat S.a. ,2018-04-21,Technology,Diversified Communication Services,1.09B,-206.70M,,117.20M,35.63M,9.34%,1.95,25.09,129930,13.81
2018-11-29,EXPR,Express Inc. ,2018-01-09,Services,Apparel Stores,610.60M,12.70M,0.10%,82.85M,77.42M,12.56%,3.57,5.68,486020,20.67
2018-11-24,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.28,206680,11.63
2018-11-28,ASNS,Arsanis Inc. ,2019-01-15,Healthcare,Biotechnology,49.83M,-44.90M,1.80%,15.10M,6.46M,9.49%,0.32,3.45,405600,16.26
2018-11-27,GSM,Ferroglobe Plc ,2019-01-16,Basic Materials,Industrial Metals & Minerals,411.21M,78.00M,,182.76M,74.17M,8.57%,3.05,2.63,536120,44.86
2018-11-27,GSM,Ferroglobe Plc ,2019-01-16,Basic Materials,Industrial Metals & Minerals,411.21M,78.00M,,182.76M,74.17M,8.57%,3.05,2.9,291570,39.22
2018-11-26,ZFGN,Zafgen Inc. ,2018-02-07,Healthcare,Biotechnology,231.14M,-49.40M,0.30%,27.48M,27.19M,1.34%,2.76,6.01,34070,33.96
2018-11-28,TIF,Tiffany & Co. ,2018-11-28,Services,Jewelry Stores,11.32B,592.10M,0.40%,122.34M,119.44M,3.82%,2.47,93.17,584800,11.22
2018-11-28,TIF,Tiffany & Co. ,2018-11-28,Services,Jewelry Stores,11.32B,592.10M,0.40%,122.34M,119.44M,3.82%,2.47,92.19,437280,12.16
2018-11-25,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.28,206680,11.63
2018-11-25,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-25,CRC,California Resourc ,2019-06-22,Basic Materials,Independent Oil & Gas,273.91M,349.00M,2.60%,49.00M,46.23M,35.70%,4.45,22.22,28340,11.47
2018-11-25,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-24,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-24,CRC,California Resourc ,2019-06-22,Basic Materials,Independent Oil & Gas,273.91M,349.00M,2.60%,49.00M,46.23M,35.70%,4.45,22.22,28340,11.47
2018-11-24,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.45,349260,37.84
2018-11-25,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.28,206680,11.63
2018-11-25,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.45,349260,37.84
2018-11-25,CRC,California Resourc ,2019-06-22,Basic Materials,Independent Oil & Gas,273.91M,349.00M,2.60%,49.00M,46.23M,35.70%,4.45,22.22,28340,11.47
2018-11-25,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.45,349260,37.84
2018-11-28,ASNS,Arsanis Inc. ,2019-01-15,Healthcare,Biotechnology,49.83M,-44.90M,1.80%,15.10M,6.46M,9.49%,0.32,3.42,307060,16.99
2018-11-28,CHS,"Chico""s Fas Inc. ",2019-01-12,Services,Apparel Stores,757.73M,63.30M,1.20%,122.61M,122.61M,16.12%,4.61,5.05,478940,31.04
2018-11-28,CHS,"Chico""s Fas Inc. ",2019-01-12,Services,Apparel Stores,757.73M,63.30M,1.20%,122.61M,122.61M,16.12%,4.61,5.05,1030000,31.01
2018-11-29,I,Intelsat S.a. ,2018-04-21,Technology,Diversified Communication Services,1.09B,-206.70M,,117.20M,35.63M,9.34%,1.95,25.0,78050,14.12
2018-11-29,EXPR,Express Inc. ,2018-01-09,Services,Apparel Stores,610.60M,12.70M,0.10%,82.85M,77.42M,12.56%,3.57,5.72,318580,20.11
2018-11-23,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.21,160890,12.03
2018-11-22,QD,Qudian Inc. Americ ,2019-05-15,Technology,Information Technology Services,2.09B,365.00M,1.60%,289.34M,190.24M,2.33%,0.70,4.79,168430,18.4
2018-11-22,QD,Qudian Inc. Americ ,2019-05-15,Technology,Information Technology Services,2.09B,365.00M,1.60%,289.34M,190.24M,2.33%,0.70,4.79,168430,18.4
2018-11-20,SQ,Square Inc. Class A ,2017-11-15,Technology,Internet Software & Services,14.95B,-62.30M,1.10%,376.18M,245.06M,13.58%,4.25,56.16,1240000,10.81
2018-11-20,SQ,Square Inc. Class A ,2017-11-15,Technology,Internet Software & Services,14.95B,-62.30M,1.10%,376.18M,245.06M,13.58%,4.25,56.49,816190,10.29
2018-11-20,LB,L Brands Inc. ,2019-01-12,Services,Apparel Stores,6.91B,677.00M,0.10%,261.22M,227.40M,6.09%,2.44,31.0,90480,10.27
2018-11-24,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-20,KSS,"Kohl""s Corporation ",2019-01-12,Services,Department Stores,11.34B,860.00M,0.70%,168.59M,162.98M,15.76%,6.29,63.0,251530,11.27
2018-11-20,UXIN,Uxin Limited ,2018-11-06,Technology,Internet Information Providers,1.81B,-572.70M,-,309.36M,25.00M,15.22%,5.35,4.4,54750,13.73
2018-11-23,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-23,DNR,Denbury Resources ,2019-04-01,Basic Materials,Independent Oil & Gas,1.01B,322.70M,0.70%,469.41M,455.61M,15.34%,6.07,2.13,44790,10.5
2018-11-20,TGT,Target Corporation ,2019-01-11,Services,"Discount, Variety Stores",35.64B,2.81B,0.14%,521.91M,521.10M,5.13%,4.19,68.6,754930,11.08
2018-11-20,LB,L Brands Inc. ,2019-01-12,Services,Apparel Stores,6.91B,677.00M,0.10%,261.22M,227.40M,6.09%,2.44,30.8,125220,10.85
2018-11-20,KSS,"Kohl""s Corporation ",2019-01-12,Services,Department Stores,11.34B,860.00M,0.70%,168.59M,162.98M,15.76%,6.29,63.24,289550,10.93
2018-11-20,TGT,Target Corporation ,2019-01-11,Services,"Discount, Variety Stores",35.64B,2.81B,0.14%,521.91M,521.10M,5.13%,4.19,67.73,836150,12.21
2018-11-22,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.79,420480,31.71
2018-11-22,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.79,420480,31.71
2018-11-23,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.28,206680,11.63
2018-11-23,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.42,236740,38.38
2018-11-24,GUSH,Direxion Daily S&p ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,15.28,206680,11.63
2018-11-23,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.45,349260,37.84
2018-11-23,CRC,California Resourc ,2019-06-22,Basic Materials,Independent Oil & Gas,273.91M,349.00M,2.60%,49.00M,46.23M,35.70%,4.45,22.22,28340,11.47
2018-11-24,ABIL,Ability Inc. ,2018-07-17,Technology,Communication Equipment,12.82M,-9.10M,,2.54M,0.91M,27.33%,0.35,3.45,349260,37.84
2018-11-24,CRC,California Resourc ,2019-06-22,Basic Materials,Independent Oil & Gas,273.91M,349.00M,2.60%,49.00M,46.23M,35.70%,4.45,22.22,28340,11.47
2018-11-19,SPB,Spectrum Brands Ho ,2017-08-17,Consumer Goods,Personal Products,6.36B,291.50M,,58.05M,57.44M,10.94%,14.83,47.0,310200,20.81
2018-11-19,SPB,Spectrum Brands Ho ,2017-08-17,Consumer Goods,Personal Products,6.36B,291.50M,,58.05M,57.44M,10.94%,14.83,53.0,202040,10.7
2018-11-18,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.6,95460,10.83
2018-11-18,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.6,95460,10.83
2018-11-17,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.6,95460,10.83
2018-11-16,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.6,95460,10.83
2018-11-16,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.65,44980,10.75
2018-11-15,RBS,Royal Bank of Scot ,2019-01-16,Financial,Foreign Money Center Banks,35.11B,964.90M,,5.82B,2.25B,0.15%,2.44,5.82,179550,10.6
2018-11-15,KBH,KB Home ,2019-06-26,Industrial Goods,Residential Construction,2.12B,274.70M,2.30%,90.28M,69.04M,6.78%,2.86,18.28,145870,12.12
2018-11-15,RBS,Royal Bank of Scot ,2019-01-16,Financial,Foreign Money Center Banks,35.11B,964.90M,,5.82B,2.25B,0.15%,2.44,5.85,118170,10.14
2018-11-18,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,53.5,344760,11.66
2018-11-16,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,46140,13.62
2018-11-16,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,53.5,344760,11.66
2018-11-16,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,54.4,124230,10.17
2018-11-16,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.65,99970,13.98
2018-11-16,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.69,139870,13.39
2018-11-16,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,67110,13.62
2018-11-16,NVDA,Nvidia Corporation ,2018-10-12,Technology,Semiconductor - Specialized,147.96B,4.17B,0.40%,629.25M,582.04M,2.31%,1.37,165.87,1370000,18.04
2018-11-17,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.69,139870,13.39
2018-11-17,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,67110,13.62
2018-11-16,NVDA,Nvidia Corporation ,2018-10-12,Technology,Semiconductor - Specialized,147.96B,4.17B,0.40%,629.25M,582.04M,2.31%,1.37,163.53,1850000,19.2
2018-11-17,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.69,139870,13.39
2018-11-17,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,67110,13.62
2018-11-17,NVDA,Nvidia Corporation ,2018-10-12,Technology,Semiconductor - Specialized,147.96B,4.17B,0.40%,629.25M,582.04M,2.31%,1.37,163.53,1850000,19.2
2018-11-17,JWN,Nordstrom Inc. ,2019-01-12,Services,Apparel Stores,8.01B,504.00M,11.20%,169.14M,113.27M,15.49%,5.99,52.6,95460,10.83
2018-11-18,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.69,139870,13.39
2018-11-17,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,53.5,344760,11.66
2018-11-18,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,67110,13.62
2018-11-17,NVDA,Nvidia Corporation ,2018-10-12,Technology,Semiconductor - Specialized,147.96B,4.17B,0.40%,629.25M,582.04M,2.31%,1.37,163.53,1850000,19.2
2018-11-18,GOGO,Gogo Inc. ,2020-02-27,Technology,Diversified Communication Services,349.66M,-183.30M,0.30%,90.82M,54.79M,63.14%,20.39,5.69,139870,13.39
2018-11-17,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,53.5,344760,11.66
2018-11-18,MCF,Contango Oil & Gas ,2020-02-27,Basic Materials,Independent Oil & Gas,485.51M,-55.20M,3.10%,137.93M,92.50M,5.19%,14.36,3.87,67110,13.62
2018-11-18,NVDA,Nvidia Corporation ,2018-12-25,Technology,Semiconductor - Specialized,78.79B,4.56B,0.40%,620.16M,584.10M,2.51%,0.91,163.53,1850000,19.2
2018-11-18,NVDA,Nvidia Corporation ,2018-12-25,Technology,Semiconductor - Specialized,78.79B,4.56B,0.40%,620.16M,584.10M,2.51%,0.91,163.53,1850000,19.2
2018-11-18,WSM,Williams-sonoma In ,2018-11-01,Services,Home Furnishing Stores,4.16B,305.60M,0.10%,79.54M,79.51M,18.98%,8.12,53.5,344760,11.66
2018-11-15,PAAS,Pan American Silve ,2020-02-27,Basic Materials,Silver,5.01B,110.70M,1.60%,207.05M,205.81M,4.74%,3.31,12.33,251160,12.74
2018-11-14,PAAS,Pan American Silve ,2020-02-27,Basic Materials,Silver,5.01B,110.70M,1.60%,207.05M,205.81M,4.74%,3.31,12.33,251160,12.74
2018-11-14,PAAS,Pan American Silve ,2020-02-27,Basic Materials,Silver,5.01B,110.70M,1.60%,207.05M,205.81M,4.74%,3.31,12.6,151000,10.83
2018-11-14,PCG,Pacific Gas & Elec ,2019-01-05,Utilities,Electric Utilities,12.44B,283.00M,0.10%,509.71M,509.71M,2.14%,0.94,26.35,1350000,19.47
2018-11-08,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,20.36,1370000,16.86
2018-11-13,EIX,Edison Internation ,2019-01-11,Utilities,Electric Utilities,19.34B,928.00M,0.05%,326.00M,325.41M,1.97%,2.09,54.57,47640,10.54
2018-11-08,CTRP,Ctrip.com Internat ,2019-03-04,Services,Lodging,18.62B,396.90M,4.00%,541.86M,285.28M,6.12%,4.23,29.8,494650,13.47
2018-11-08,CTRP,Ctrip.com Internat ,2019-03-04,Services,Lodging,18.62B,396.90M,4.00%,541.86M,285.28M,6.12%,4.23,29.8,494650,13.47
2018-11-08,CTRP,Ctrip.com Internat ,2019-03-04,Services,Lodging,18.62B,396.90M,4.00%,541.86M,285.28M,6.12%,4.23,29.8,494650,13.47
2018-11-08,AKAO,Achaogen Inc. ,2019-01-05,Healthcare,Biotechnology,83.11M,-175.40M,21.10%,49.18M,33.72M,24.22%,9.49,2.51,127120,18.51
2018-11-08,ZAYO,Zayo Group Holding ,2018-03-23,Technology,Networking & Communication Devices,8.46B,129.00M,1.90%,250.68M,202.24M,6.75%,7.11,24.6,293560,19.03
2018-11-08,ROKU,Roku Inc. ,2019-03-31,Services,CATV Systems,7.74B,-8.90M,0.20%,109.57M,76.88M,15.67%,0.86,51.09,512890,13.2
2018-11-08,ROKU,Roku Inc. ,2019-03-31,Services,CATV Systems,7.74B,-8.90M,0.20%,109.57M,76.88M,15.67%,0.86,51.09,512890,13.2
2018-11-08,ROKU,Roku Inc. ,2019-03-31,Services,CATV Systems,7.74B,-8.90M,0.20%,109.57M,76.88M,15.67%,0.86,51.09,512890,13.2
2018-11-08,ROKU,Roku Inc. ,2019-03-31,Services,CATV Systems,7.74B,-8.90M,0.20%,109.57M,76.88M,15.67%,0.86,51.09,512890,13.2
2018-11-08,WYNN,Wynn Resorts Limit ,2018-11-01,Services,Resorts & Casinos,12.79B,259.30M,0.50%,107.88M,98.21M,5.70%,1.75,98.33,355080,13.74
2018-11-08,WYNN,Wynn Resorts Limit ,2018-11-01,Services,Resorts & Casinos,12.79B,259.30M,0.50%,107.88M,98.21M,5.70%,1.75,98.33,355080,13.74
2018-11-08,AKER,Akers Biosciences ,2018-01-09,Healthcare,Medical Instruments & Supplies,6.00M,-4.30M,0.80%,30.77M,27.30M,1.94%,0.40,2.03,123010,19.32
2018-11-08,BXC,Bluelinx Holdings ,2018-03-16,Services,Building Materials Wholesale,331.69M,92.40M,2.00%,9.07M,8.86M,0.56%,0.14,20.95,55560,20.64
2018-11-08,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,20.36,1370000,16.86
2018-11-08,CTRP,Ctrip.com Internat ,2019-03-04,Services,Lodging,18.62B,396.90M,4.00%,541.86M,285.28M,6.12%,4.23,29.8,494650,13.47
2018-11-08,AKAO,Achaogen Inc. ,2019-01-05,Healthcare,Biotechnology,83.11M,-175.40M,21.10%,49.18M,33.72M,24.22%,9.49,2.51,127120,18.51
2018-11-08,ZAYO,Zayo Group Holding ,2018-03-23,Technology,Networking & Communication Devices,8.46B,129.00M,1.90%,250.68M,202.24M,6.75%,7.11,24.6,293560,19.03
2018-11-08,AKER,Akers Biosciences ,2018-01-09,Healthcare,Medical Instruments & Supplies,6.00M,-4.30M,0.80%,30.77M,27.30M,1.94%,0.40,2.03,123010,19.32
2018-11-08,BXC,Bluelinx Holdings ,2018-03-16,Services,Building Materials Wholesale,331.69M,92.40M,2.00%,9.07M,8.86M,0.56%,0.14,20.95,55560,20.64
2018-11-08,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,20.36,1370000,16.86
2018-11-08,WYNN,Wynn Resorts Limit ,2018-11-01,Services,Resorts & Casinos,12.79B,259.30M,0.50%,107.88M,98.21M,5.70%,1.75,98.33,355080,13.74
2018-11-08,AKAO,Achaogen Inc. ,2019-01-05,Healthcare,Biotechnology,83.11M,-175.40M,21.10%,49.18M,33.72M,24.22%,9.49,2.51,127120,18.51
2018-11-08,ZAYO,Zayo Group Holding ,2018-03-23,Technology,Networking & Communication Devices,8.46B,129.00M,1.90%,250.68M,202.24M,6.75%,7.11,24.6,293560,19.03
2018-11-08,AKER,Akers Biosciences ,2018-01-09,Healthcare,Medical Instruments & Supplies,6.00M,-4.30M,0.80%,30.77M,27.30M,1.94%,0.40,2.03,123010,19.32
2018-11-08,BXC,Bluelinx Holdings ,2018-03-16,Services,Building Materials Wholesale,331.69M,92.40M,2.00%,9.07M,8.86M,0.56%,0.14,20.95,55560,20.64
2018-11-08,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,20.36,1370000,16.86
2018-11-08,WYNN,Wynn Resorts Limit ,2018-11-01,Services,Resorts & Casinos,12.79B,259.30M,0.50%,107.88M,98.21M,5.70%,1.75,98.33,355080,13.74
2018-11-08,AKAO,Achaogen Inc. ,2019-01-05,Healthcare,Biotechnology,83.11M,-175.40M,21.10%,49.18M,33.72M,24.22%,9.49,2.51,127120,18.51
2018-11-08,ZAYO,Zayo Group Holding ,2018-03-23,Technology,Networking & Communication Devices,8.46B,129.00M,1.90%,250.68M,202.24M,6.75%,7.11,24.6,293560,19.03
2018-11-08,AKER,Akers Biosciences ,2018-01-09,Healthcare,Medical Instruments & Supplies,6.00M,-4.30M,0.80%,30.77M,27.30M,1.94%,0.40,2.03,123010,19.32
2018-11-08,BXC,Bluelinx Holdings ,2018-03-16,Services,Building Materials Wholesale,331.69M,92.40M,2.00%,9.07M,8.86M,0.56%,0.14,20.95,55560,20.64
2018-11-13,LITE,Lumentum Holdings ,2020-02-27,Technology,Communication Equipment,6.01B,-3.40M,1.00%,77.54M,74.34M,11.75%,5.44,44.02,535650,21.32
2018-11-13,BZUN,Baozun Inc. ,2019-05-29,Services,Catalog & Mail Order Houses,2.41B,39.00M,2.40%,62.05M,8.24M,-,-,34.06,253320,15.25
2018-11-13,PCG,Pacific Gas & Elec ,2019-01-05,Utilities,Electric Utilities,12.44B,283.00M,0.10%,509.71M,509.71M,2.14%,0.94,33.05,720870,17.21
2018-11-14,BOXL,Boxlight Corporati ,2018-11-06,Technology,Communication Equipment,36.82M,-9.50M,,9.95M,5.11M,7.20%,2.52,2.4,28590,20.79
2018-11-14,AMRS,Amyris Inc. ,2019-04-29,Basic Materials,Specialty Chemicals,349.51M,-212.60M,16.10%,73.58M,43.35M,34.15%,3.26,4.55,101540,22.88
2018-11-14,IDEX,Idex ,2019-01-03,Technology,Application Software,132.94M,-24.60M,,97.98M,11.67M,13.24%,3.79,2.5,71230,23.31
2018-11-13,GNC,Gnc Holdings Inc. ,2018-11-01,Services,Drug Stores,562.00M,-361.60M,0.10%,68.29M,67.38M,33.86%,9.87,3.31,52870,21.56
2018-11-14,IDEX,Idex ,2019-01-03,Technology,Application Software,132.94M,-24.60M,,97.98M,11.67M,13.24%,3.79,2.77,76020,14.94
2018-11-14,PCG,Pacific Gas & Elec ,2019-01-05,Utilities,Electric Utilities,12.44B,283.00M,0.10%,509.71M,509.71M,2.14%,0.94,27.0,1850000,17.48
2018-11-14,BOXL,Boxlight Corporati ,2018-11-06,Technology,Communication Equipment,36.82M,-9.50M,,9.95M,5.11M,7.20%,2.52,2.43,32980,19.8
2018-11-14,AMRS,Amyris Inc. ,2019-04-29,Basic Materials,Specialty Chemicals,349.51M,-212.60M,16.10%,73.58M,43.35M,34.15%,3.26,4.42,137050,25.08
2018-11-15,IDEX,Idex ,2019-01-03,Technology,Application Software,132.94M,-24.60M,,97.98M,11.67M,13.24%,3.79,2.77,76020,14.94
2018-11-15,PCG,Pacific Gas & Elec ,2019-01-05,Utilities,Electric Utilities,12.44B,283.00M,0.10%,509.71M,509.71M,2.14%,0.94,27.0,1850000,17.48
2018-11-15,BOXL,Boxlight Corporati ,2018-11-06,Technology,Communication Equipment,36.82M,-9.50M,,9.95M,5.11M,7.20%,2.52,2.43,32980,19.8
2018-11-15,AMRS,Amyris Inc. ,2019-04-29,Basic Materials,Specialty Chemicals,349.51M,-212.60M,16.10%,73.58M,43.35M,34.15%,3.26,4.42,137050,25.08
2018-10-31,TTMI,Ttm Technologies I ,2020-02-27,Technology,Printed Circuit Boards,1.41B,41.30M,0.60%,108.35M,98.02M,13.64%,11.34,12.1,229810,10.57
2018-11-07,BOXL,Boxlight Corporati ,2018-11-06,Technology,Communication Equipment,36.82M,-9.50M,,9.95M,5.11M,7.20%,2.52,3.08,80140,16.7
2018-11-06,NEOS,Neos Therapeutics ,2018-11-06,Healthcare,Drugs - Generic,83.88M,-60.10M,16.65%,32.26M,24.74M,7.96%,6.71,2.32,181190,13.43
2018-11-05,PLCE,"Children""s Place I ",2019-05-15,Services,Apparel Stores,1.74B,100.80M,3.10%,15.55M,15.35M,38.00%,7.78,142.0,32010,10.1
2018-11-01,SPOT,Spotify Technology ,2018-09-05,Services,Broadcasting - Radio,33.71B,-1677.00M,,179.75M,105.29M,3.34%,2.00,133.69,459990,10.69
2018-10-30,FDC,First Data Corpora ,2017-11-15,Services,Business Services,15.30B,709.00M,3.30%,906.16M,464.30M,7.31%,5.13,19.3,1880000,10.65
2018-10-29,FDC,First Data Corpora ,2017-11-15,Services,Business Services,15.30B,709.00M,3.30%,906.16M,464.30M,7.31%,5.13,19.3,1880000,10.65
2018-10-30,TSEM,Tower Semiconducto ,2019-05-15,Technology,Semiconductor - Integrated Circuits,1.84B,135.60M,19.60%,106.91M,102.06M,0.87%,2.01,14.85,295920,16.34
2018-10-29,TSEM,Tower Semiconducto ,2019-05-15,Technology,Semiconductor - Integrated Circuits,1.84B,135.60M,19.60%,106.91M,102.06M,0.87%,2.01,14.85,295920,16.34
2018-11-05,GPRO,Gopro Inc. ,2018-04-24,Consumer Goods,Photographic Equipment & Supplies,906.56M,-242.70M,0.30%,146.93M,107.66M,27.83%,5.52,6.23,182940,13.23
2018-11-05,GPRO,Gopro Inc. ,2018-04-24,Consumer Goods,Photographic Equipment & Supplies,906.56M,-242.70M,0.30%,146.93M,107.66M,27.83%,5.52,6.23,182940,13.23
2018-11-05,STX,Seagate Technology ,2018-11-01,Technology,Data Storage Devices,11.93B,1.98B,0.10%,293.26M,284.20M,11.31%,7.43,37.7,206540,12.28
2018-11-05,STX,Seagate Technology ,2018-11-01,Technology,Data Storage Devices,11.93B,1.98B,0.10%,293.26M,284.20M,11.31%,7.43,37.7,206540,12.28
2018-11-05,STX,Seagate Technology ,2018-11-01,Technology,Data Storage Devices,11.93B,1.98B,0.10%,293.26M,284.20M,11.31%,7.43,37.7,206540,12.28
2018-11-05,GPRO,Gopro Inc. ,2018-04-24,Consumer Goods,Photographic Equipment & Supplies,906.56M,-242.70M,0.30%,146.93M,107.66M,27.83%,5.52,6.23,182940,13.23
2018-11-05,STX,Seagate Technology ,2018-11-01,Technology,Data Storage Devices,11.93B,1.98B,0.10%,293.26M,284.20M,11.31%,7.43,37.7,206540,12.28
2018-10-29,YECO,Yulong Eco-materia ,2017-11-15,Industrial Goods,General Building Materials,56.78M,-,,16.41M,10.73M,0.20%,0.47,5.83,94270,18.8
2018-10-30,YECO,Yulong Eco-materia ,2017-11-15,Industrial Goods,General Building Materials,56.78M,-,,16.41M,10.73M,0.20%,0.47,5.83,94270,18.8
2018-10-30,CBL,Cbl & Associates P ,2019-01-12,Financial,REIT - Retail,385.04M,-30.40M,0.60%,172.67M,167.66M,26.00%,11.10,3.1,40220,12.92
2018-10-30,ELVT,Elevate Credit Inc. ,2018-10-30,Financial,Credit Services,165.87M,13.50M,2.30%,42.53M,31.56M,3.15%,3.85,4.71,293290,25.83
2018-10-31,DXR,Daxor Corporation ,2018-10-30,Healthcare,Medical Instruments & Supplies,34.41M,-1.30M,0.10%,3.91M,0.79M,23.65%,16.73,7.79,163680,11.48
2018-10-31,IQ,iqiyi Inc. ,2019-02-22,Technology,Internet Information Providers,16.62B,1.39B,,730.31M,185.95M,25.20%,5.68,19.46,1780000,12.34
2018-10-31,CLVS,Clovis Oncology In ,2019-11-08,Healthcare,Biotechnology,229.08M,-396.00M,2.50%,53.03M,52.93M,40.63%,4.92,14.15,453300,14.81
